Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29 00:00:00-05:00,24.62610890346435,24.62610890346435,24.503590948720746,24.608606338500977,1003200,0.0,0.0,0.0
1993-02-01 00:00:00-05:00,24.626128144183404,24.78365135192871,24.626128144183404,24.78365135192871,480500,0.0,0.0,0.0
1993-02-02 00:00:00-05:00,24.766131321085098,24.853644152608364,24.713623622171134,24.83614158630371,201300,0.0,0.0,0.0
1993-02-03 00:00:00-05:00,24.87116792112215,25.11620405827606,24.85366533989687,25.09870147705078,529400,0.0,0.0,0.0
1993-02-04 00:00:00-05:00,25.186194637086658,25.256204907099406,24.90615355703566,25.203697204589844,531500,0.0,0.0,0.0
1993-02-05 00:00:00-05:00,25.186210632324222,25.23871836818035,25.046190003374537,25.18621063232422,492100,0.0,0.0,0.0
1993-02-08 00:00:00-05:00,25.186210632324222,25.273723525417772,25.1512054750868,25.18621063232422,596100,0.0,0.0,0.0
1993-02-09 00:00:00-05:00,25.098699498960737,25.098699498960737,24.958678860193874,25.011186599731445,122100,0.0,0.0,0.0
1993-02-10 00:00:00-05:00,25.011183199559284,25.06369093195864,24.941172889693476,25.046188354492188,379600,0.0,0.0,0.0
1993-02-11 00:00:00-05:00,25.081194004859977,25.273722360794004,25.081194004859977,25.1687068939209,19500,0.0,0.0,0.0
1993-02-12 00:00:00-05:00,25.13370424630179,25.13370424630179,24.976181030273434,24.976181030273438,42500,0.0,0.0,0.0
1993-02-16 00:00:00-05:00,24.906163155989713,24.906163155989713,24.31107563153177,24.346080780029297,374800,0.0,0.0,0.0
1993-02-17 00:00:00-05:00,24.346096793524655,24.381101965046618,24.24108127895877,24.328594207763672,210900,0.0,0.0,0.0
1993-02-18 00:00:00-05:00,24.60862282903354,24.60862282903354,23.97853006811945,24.311079025268555,378100,0.0,0.0,0.0
1993-02-19 00:00:00-05:00,24.31107150943926,24.398584365844727,24.27606636687707,24.398584365844727,34900,0.0,0.0,0.0
1993-02-22 00:00:00-05:00,24.468608106350032,24.52111584906752,24.398597782726714,24.48611068725586,513600,0.0,0.0,0.0
1993-02-23 00:00:00-05:00,24.55610836421983,24.57361093611165,24.34607750151802,24.468595504760742,373700,0.0,0.0,0.0
1993-02-24 00:00:00-05:00,24.486107515076462,24.78365135192871,24.486107515076462,24.78365135192871,26300,0.0,0.0,0.0
1993-02-25 00:00:00-05:00,24.766131321085098,24.853644152608364,24.713623622171134,24.83614158630371,44500,0.0,0.0,0.0
1993-02-26 00:00:00-05:00,24.88865926582825,24.88865926582825,24.74863867924131,24.871156692504883,66200,0.0,0.0,0.0
1993-03-01 00:00:00-05:00,24.95867254705436,24.95867254705436,24.766144217448748,24.801149368286133,66500,0.0,0.0,0.0
1993-03-02 00:00:00-05:00,24.818655337677214,25.1687068939209,24.783650182052845,25.1687068939209,182400,0.0,0.0,0.0
1993-03-03 00:00:00-05:00,25.203711385542007,25.29122427229736,25.168706230839863,25.27372169494629,280100,0.0,0.0,0.0
1993-03-04 00:00:00-05:00,25.308723258440875,25.308723258440875,25.133697509765625,25.133697509765625,89500,0.0,0.0,0.0
1993-03-05 00:00:00-05:00,25.168713308579427,25.27372880221745,25.046195232668403,25.063697814941406,40000,0.0,0.0,0.0
1993-03-08 00:00:00-05:00,25.116204433753843,25.623779296875004,25.116204433753843,25.623779296875,50800,0.0,0.0,0.0
1993-03-09 00:00:00-05:00,25.571263849939527,25.588766426154404,25.483750968865127,25.536258697509766,169300,0.0,0.0,0.0
1993-03-10 00:00:00-05:00,25.536264080355497,25.58877182006836,25.431248600929774,25.58877182006836,194400,0.0,0.0,0.0
1993-03-11 00:00:00-05:00,25.606269750084895,25.676280056988748,25.483751713003148,25.518756866455078,70900,0.0,0.0,0.0
1993-03-12 00:00:00-05:00,25.308733331438408,25.326235913272047,25.09870234943477,25.2562255859375,643600,0.0,0.0,0.0
1993-03-15 00:00:00-05:00,25.238704499869513,25.378725051879886,25.238704499869513,25.378725051879883,310800,0.0,0.0,0.0
1993-03-16 00:00:00-05:00,25.378725051879886,25.44873532788507,25.378725051879886,25.378725051879883,30800,0.0,0.0,0.0
1993-03-17 00:00:00-05:00,25.343741920571787,25.343741920571787,25.186218662778177,25.221223831176758,21800,0.0,0.0,0.0
1993-03-18 00:00:00-05:00,25.326217344875996,25.483740465887664,25.326217344875996,25.378725051879883,59300,0.0,0.0,0.0
1993-03-19 00:00:00-05:00,25.481013957863464,25.481013957863464,25.34033203125,25.34033203125,66900,0.213,0.0,0.0
1993-03-22 00:00:00-05:00,25.094134568336205,25.25240170997252,25.076549330376615,25.19964599609375,183400,0.0,0.0,0.0
1993-03-23 00:00:00-05:00,25.26997513757775,25.287560367318584,25.217219448355248,25.252389907836914,55200,0.0,0.0,0.0
1993-03-24 00:00:00-05:00,25.217219448355248,25.357901286281916,25.094122840169415,25.252389907836914,37200,0.0,0.0,0.0
1993-03-25 00:00:00-05:00,25.26998742047478,25.46342504164752,25.23481694389792,25.410669326782227,110100,0.0,0.0,0.0
1993-03-26 00:00:00-05:00,25.393093356011057,25.410678600717436,25.252411398360024,25.269996643066406,101500,0.0,0.0,0.0
1993-03-29 00:00:00-05:00,25.287575431606957,25.498598314207293,25.287575431606957,25.37550163269043,87100,0.0,0.0,0.0
1993-03-30 00:00:00-05:00,25.41066654814303,25.445837020874027,25.375496075412038,25.445837020874023,56000,0.0,0.0,0.0
