Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05448539851180085,0.0624980293945889,0.05448539851180085,0.059826742857694626,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.059826751914331115,0.06303217337105484,0.059826751914331115,0.061963289976119995,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06196326726538611,0.06356628458823137,0.06196326726538611,0.06303215026855469,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06303215671342455,0.06356629108771504,0.060895004852384534,0.061429139226675034,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06142913243529431,0.06196326675053286,0.05982672948957865,0.0603608638048172,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06036088586843771,0.06036088586843771,0.05822434782651808,0.058758482336997986,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05875848204079906,0.05982675105637378,0.056087809501862256,0.05715607851743698,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05715606288172056,0.05715606288172056,0.055019525435046186,0.05555365979671478,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.055553666368856475,0.05662193521857262,0.05501953194399841,0.05662193521857262,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.056621914011965535,0.05875845091120059,0.056087779787156775,0.05822431668639183,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05822433816570249,0.05929260700941086,0.05822433816570249,0.05929260700941086,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05929261684747789,0.05929261684747789,0.05769021331603817,0.058758482336997986,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05875845091120059,0.05875845091120059,0.058224316686391824,0.05822431668639183,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05822434782651808,0.0598267513579578,0.05822434782651808,0.058758482336997986,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.05929260700941086,0.060895010274973405,0.05929260700941086,0.05929260700941086,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.05929260700941086,0.05982674143126504,0.05929260700941086,0.05929260700941086,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.05929258513600935,0.05982671936081812,0.0571560482367743,0.05822431668639183,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05822434782651808,0.0598267513579578,0.05822434782651808,0.058758482336997986,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.058758473988515865,0.060360877292283996,0.058758473988515865,0.059826742857694626,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.05982672948957865,0.060894998120055756,0.058758460859101545,0.0603608638048172,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.060895004852384534,0.062498022339134054,0.060895004852384534,0.061429139226675034,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.06142915546067278,0.06249803885560761,0.06142915546067278,0.061963289976119995,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.061963289976119995,0.061963289976119995,0.059826751914331115,0.061963289976119995,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.06196326301849752,0.06463454879760937,0.06142912873542977,0.06410041451454163,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.06410042715033731,0.06463456153869629,0.06410042715033731,0.06463456153869629,22003200,0.0,0.0
