Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17 00:00:00-05:00,0.1814996898174286,0.1844035061908375,0.1814996898174286,0.1814996898174286,10924800,0.0,0.0
1980-03-18 00:00:00-05:00,0.1814998369348915,0.18295174629846325,0.18004794418811798,0.18004794418811798,17068800,0.0,0.0
1980-03-19 00:00:00-05:00,0.1844034790992737,0.18730784339988676,0.1844034790992737,0.18440347909927368,18508800,0.0,0.0
1980-03-20 00:00:00-05:00,0.18440361295233018,0.18658145987647864,0.18367765843868256,0.18367765843868256,11174400,0.0,0.0
1980-03-21 00:00:00-05:00,0.18004777593115448,0.18004777593115448,0.177143394947052,0.177143394947052,12172800,0.0,0.0
1980-03-24 00:00:00-05:00,0.17641755796731026,0.17641755796731026,0.1735137403011322,0.1735137403011322,8966400,0.0,0.0
1980-03-25 00:00:00-05:00,0.17423956096172333,0.17714335978199214,0.17423956096172333,0.17423956096172333,11347200,0.0,0.0
1980-03-26 00:00:00-05:00,0.17423972441294727,0.17569163349348177,0.17278781533241275,0.17278781533241272,16262400,0.0,0.0
1980-03-27 00:00:00-05:00,0.16988400712364166,0.16988400712364166,0.16697964072227475,0.16697964072227478,26918400,0.0,0.0
1980-03-28 00:00:00-05:00,0.1735137403011322,0.17641755796731026,0.1735137403011322,0.1735137403011322,20102400,0.0,0.0
1980-03-31 00:00:00-05:00,0.17932190001010895,0.18222570067122137,0.17932190001010895,0.17932190001010895,9004800,0.0,0.0
1980-04-01 00:00:00-05:00,0.18004794418811798,0.18295174629846325,0.18004794418811798,0.18004794418811798,8179200,0.0,0.0
1980-04-02 00:00:00-05:00,0.1814996898174286,0.1844035061908375,0.1814996898174286,0.1814996898174286,12556800,0.0,0.0
1980-04-03 00:00:00-05:00,0.18077377467585615,0.18077377467585615,0.17786940932273865,0.17786940932273865,6988800,0.0,0.0
1980-04-07 00:00:00-05:00,0.17641755796731026,0.17641755796731026,0.1735137403011322,0.1735137403011322,13478400,0.0,0.0
1980-04-08 00:00:00-05:00,0.17423956096172333,0.17714335978199214,0.17423956096172333,0.17423956096172333,29184000,0.0,0.0
1980-04-09 00:00:00-05:00,0.17351372195939652,0.17351372195939652,0.1706099212169647,0.17060992121696472,11558400,0.0,0.0
1980-04-10 00:00:00-05:00,0.17060995071356042,0.17278779749271256,0.16988399624824524,0.16988399624824524,14784000,0.0,0.0
1980-04-11 00:00:00-05:00,0.16988399624824524,0.17278779749271256,0.16988399624824524,0.16988399624824524,9523200,0.0,0.0
1980-04-14 00:00:00-05:00,0.17133589088916779,0.1742396918914531,0.17133589088916779,0.17133589088916779,8025600,0.0,0.0
1980-04-15 00:00:00-05:00,0.17133591867272235,0.17206185657841666,0.1691574901342392,0.1691574901342392,10598400,0.0,0.0
1980-04-16 00:00:00-05:00,0.16552765253295768,0.16552765253295768,0.16262385249137878,0.16262385249137878,10752000,0.0,0.0
1980-04-17 00:00:00-05:00,0.16262387906917783,0.16262387906917783,0.15971949696540833,0.15971949696540833,17702400,0.0,0.0
1980-04-18 00:00:00-05:00,0.1618979275226593,0.16480172808789523,0.1618979275226593,0.1618979275226593,18739200,0.0,0.0
1980-04-21 00:00:00-05:00,0.16189783506181943,0.1633497262068588,0.16044536232948303,0.16044536232948303,9043200,0.0,0.0
1980-04-22 00:00:00-05:00,0.1677055060863495,0.17060987094383454,0.1677055060863495,0.1677055060863495,20428800,0.0,0.0
1980-04-23 00:00:00-05:00,0.17786940932273865,0.18077377467585615,0.17786940932273865,0.17786940932273865,14822400,0.0,0.0
1980-04-24 00:00:00-05:00,0.1785958856344223,0.18149968531907767,0.1785958856344223,0.1785958856344223,8832000,0.0,0.0
1980-04-25 00:00:00-05:00,0.1785959857996513,0.1785959857996513,0.175691619515419,0.175691619515419,7104000,0.0,0.0
1980-04-28 00:00:00-04:00,0.17569146868024743,0.17714335978199214,0.17423956096172333,0.17423956096172333,6931200,0.0,0.0
1980-04-29 00:00:00-04:00,0.175691619515419,0.1785959857996513,0.175691619515419,0.175691619515419,6297600,0.0,0.0
1980-04-30 00:00:00-04:00,0.17786940932273865,0.18077377467585615,0.17786940932273865,0.17786940932273865,7065600,0.0,0.0
1980-05-01 00:00:00-04:00,0.1785958856344223,0.18149968531907767,0.1785958856344223,0.1785958856344223,7008000,0.0,0.0
1980-05-02 00:00:00-04:00,0.1814996898174286,0.1844035061908375,0.1814996898174286,0.1814996898174286,5510400,0.0,0.0
1980-05-05 00:00:00-04:00,0.18367765843868256,0.18658145987647864,0.18367765843868256,0.18367765843868256,3513600,0.0,0.0
1980-05-06 00:00:00-04:00,0.18367764321997776,0.18585548996367962,0.18295168876647946,0.1829516887664795,6988800,0.0,0.0
1980-05-07 00:00:00-04:00,0.18295168876647946,0.18585548996367962,0.18295168876647946,0.1829516887664795,6393600,0.0,0.0
1980-05-08 00:00:00-04:00,0.1829516425603255,0.1836775968304772,0.1807737797498703,0.1807737797498703,7468800,0.0,0.0
1980-05-09 00:00:00-04:00,0.18295168876647946,0.18585548996367962,0.18295168876647946,0.1829516887664795,16684800,0.0,0.0
1980-05-12 00:00:00-04:00,0.1829517034081956,0.185129566942986,0.18222574889659884,0.18222574889659882,8582400,0.0,0.0
1980-05-13 00:00:00-04:00,0.18585552275180817,0.18875990604914747,0.18585552275180817,0.18585552275180817,7372800,0.0,0.0
1980-05-14 00:00:00-04:00,0.18875987827777863,0.19166367956003674,0.18875987827777863,0.18875987827777863,4742400,0.0,0.0
